3-5290	3-5290	NUM
attache	attache	X
totality	totality	NOUN
clustering	clustering	NOUN
stipend	stipend	NOUN
saffir	saffir	PROPN
handful	handfuls	NOUN
efface	effaced	VERB
ristorante	ristorante	PROPN
meaningfully	meaningfully	ADV
disdain	disdain	NOUN
lagoon	lagoon	NOUN
edwardsiella	edwardsiella	X
08:15	08:15	NUM
victorias	victorias	PROPN
garganta	garganta	PROPN
y!a	y!a	PROPN
rnb	rnb	NOUN
thievery	thievery	NOUN
ex-minister	ex-minister	NOUN
mets-inspired	mets-inspired	ADJ
burrito	borritos	NOUN
sleigh	sleigh	NOUN
felipe	felipe	PROPN
ex-husband	ex-husband	NOUN
roving	roving	PROPN
gps	gps	NOUN
disability	disabilities	NOUN
raspberry	raspberry	NOUN
pressurize	pressurized	VERB
rekindle	rekindle	VERB
92101	92101	NUM
economist	economist	PROPN
thrash	thrashed	VERB
inhibit	inhibit	VERB
wunderbar	wunderbar	PROPN
shipyard	shipyard	NOUN
quinto	quinto	PROPN
nodd	nodding	VERB
non-art	non-art	NOUN
progressively	progressively	ADV
worldly	worldly	ADJ
strike	stricken	VERB
stupidity	stupidity	NOUN
three-litre	three-litre	ADJ
originate	originates	VERB
overturn	overturn	VERB
165.9	165.9	NUM
mustachio	mustachios	NOUN
conferee	conferees	NOUN
e.g	e.g	X
righ...@sonic.net	righ...@sonic.net	X
empty	emptied	VERB
benedetti	benedetti	PROPN
05:07	05:07	NUM
alchemy	alchemy	NOUN
shamanism	shamanism	PROPN
whisk	whisked	VERB
divorce	divorces	NOUN
1.4	1.4	NUM
stabilised	stabilised	VERB
619-696-6966	619-696-6966	NUM
scornfully	scornfully	ADV
09:55	09:55	NUM
85,000	85,000	NUM
trivialize	trivialize	VERB
spence	spence	PROPN
palatial	palatial	ADJ
snooze	snoozing	VERB
retrieve	retrieved	VERB
gorse	gorse	NOUN
lawnmower	lawnmower	NOUN
erm	erm	INTJ
myth	myths	NOUN
detective	detectives	NOUN
onesie	onesie	NOUN
10469	10469	NUM
service	serviced	VERB
unset	unset	ADJ
flowery	flowery	ADJ
sympathizer	sympathizer	NOUN
arancini	arancini	NOUN
unequipped	unequipped	ADJ
credible	credible	ADJ
módulo	módulo	X
http://www.sonic.net/~fsjob/tragicore-thecivetcat.mp3	http://www.sonic.net/~fsjob/tragicore-thecivetcat.mp3	X
bottled	bottled	ADJ
what	wht	PRON
lepore	lepore	PROPN
ratty	ratty	ADJ
palo	palo	PROPN
matilda	matilda	PROPN
overhear	overheard	VERB
counselor	counselors	NOUN
salinardo@enron	salinardo@enron	X
velupillai	velupillai	PROPN
unc	unc	PROPN
in-group	in-group	NOUN
refurbish	refurbished	VERB
0.22	0.22	NUM
a.k.a.	a.k.a.	ADV
bonnard	bonnard	PROPN
atahualpa	atahualpa	PROPN
lasse	lasse	PROPN
en-lai	en-lai	PROPN
affirm	affirms	VERB
05:09	05:09	NUM
helmut	helmut	PROPN
hart	hart	PROPN
jangle	jangling	VERB
u2	u2	PROPN
württemberg	württemberg	PROPN
http://www.ebay.co.uk/itm/250927098564?var=550057729382&sspagename=strk:mewax:it&_trksid=p3984.m1438.l2649#ht_	http://www.ebay.co.uk/itm/250927098564?var=550057729382&sspagename=strk:mewax:it&_trksid=p3984.m1438.l2649#ht_	X
tipo	tipo	X
spinner	spinner	PROPN
iodine-containing	iodine-containing	ADJ
ecumenical	ecumenical	ADJ
disciple	disciple	NOUN
incur	incur	VERB
aoun	aoun	PROPN
fabulously	fabulously	ADV
excellent	exelent	ADJ
finalize	finalised	VERB
ingenious	ingenious	ADJ
discontinuation	discontinuation	NOUN
1686	1686	NUM
22	22s	NOUN
law-breaker	law-breakers	NOUN
umbilical	umbilical	ADJ
hulk	hulk	NOUN
assegai	assegais	NOUN
recommend	recoment	VERB
good-bye	good-bye	NOUN
klingon	klingon	PROPN
appall	appalling	VERB
kilimanjaro	kilimanjaro	PROPN
experiment	experimenting	VERB
mumbo	mumbo	NOUN
modicum	modicum	NOUN
dunno	dunno	VERB
whisper	whispers	NOUN
rip	ripping	VERB
double	doubles	NOUN
your	youre	PRON
demented	demented	PROPN
unleavened	unleavened	ADJ
recognise	recognises	VERB
alaskan	alaskan	PROPN
pupil	pupil	NOUN
06:00:56	06:00:56	NUM
ph.	ph.	NOUN
expedite	expedited	VERB
shipbuilding	shipbuilding	NOUN
bartrail	bartrail	PROPN
roofing	roofing	PROPN
albus	albus	PROPN
larson	larson	PROPN
volubility	volubility	NOUN
checkup	checkup	NOUN
harbor	harboring	VERB
presume	presume	VERB
1806	1806	NUM
non-essential	non-essential	ADJ
pyjama	pyjama	NOUN
program	programmed	VERB
exp.doc	exp.doc	NOUN
transpose	transposes	VERB
hoffa	hoffa	PROPN
look	oriental-looking	ADJ
paeonians	paeonians	PROPN
gautier	gautier	PROPN
duncan	duncan	PROPN
delicious	delicous	ADJ
sperber	sperber	PROPN
footballer	footballers	NOUN
peanut-butter	peanut-butter	NOUN
canton	cantons	NOUN
job-with-prospect	job-with-prospects	NOUN
probation	probation	NOUN
gubëeher	gubëeher	PROPN
squawk	squawking	VERB
stamp	stamps	NOUN
wrong	wronged	VERB
keyboard	keyboard	NOUN
enthusiast	enthusiast	NOUN
manageable	manageable	ADJ
blood-slick	blood-slick	ADJ
by-sa	by-sa	PROPN
payne	payne	PROPN
carte	carte	PROPN
swish	swish	NOUN
108.333	108.333	NUM
hispanic	hispanic	ADJ
tentacle	tentacles	NOUN
choking	choking	VERB
goat	goats	NOUN
51516	51,516	NUM
debi	debi	PROPN
megalith	megaliths	NOUN
kayangan	kayangan	PROPN
gesture	gesturing	VERB
julie...@bellsouth.net	julie...@bellsouth.net	X
uncomprehendingly	uncomprehendingly	ADV
coinage	coinage	NOUN
lightness	lightness	NOUN
nanosprings	nanosprings	NOUN
mct	mct	NOUN
e'mail	e'mail	NOUN
baron	barons	NOUN
egyptians	egyptians	PROPN
sensor	sensors	NOUN
seek	pleasure-seeking	VERB
snyder	snyder	PROPN
mfj	mfj	PROPN
09:52	09:52	NUM
713/853-5025	713/853-5025	NUM
pandanus	pandanus	NOUN
ridiculize	ridiculized	VERB
mangrove	mangroves	NOUN
privy	privy	NOUN
draconian	draconian	ADJ
04:44	04:44	NUM
amants	amants	PROPN
adler	adler	PROPN
1027	1027	NUM
newbie	newbies	NOUN
warm	warms	VERB
exemplary	exemplary	NOUN
shredded	shredded	ADJ
al-amr	al-amr	PROPN
ernst	ernst	PROPN
mɔʁo	mɔʁo	SYM
horror-struck	horror-struck	ADJ
bewilder	bewildered	VERB
k.c.	k.c.	PROPN
schlumberger	schlumberger	PROPN
buchtmann	buchtmann	PROPN
gardnerus	gardneri	NOUN
pry	pry	VERB
mailer	mailer	NOUN
sandwich	sanwiches	NOUN
licensed	lisenced	ADJ
reckon	reckon	VERB
overwrite	overwrite	VERB
evade	evade	VERB
midland	midland	PROPN
sophia	sophia	PROPN
shemin	shemin	PROPN
peder	peder	PROPN
useability	useability	NOUN
pederasty	pederasty	NOUN
7.15	7.15	NUM
pigmentation	pigmentation	NOUN
conflate	conflate	VERB
plow	plowed	VERB
ruffle	ruffles	VERB
co-sign	co-signing	VERB
d'enghien	d'enghien	PROPN
leiden	leiden	PROPN
unremarked	unremarked	ADJ
meryl	meryl	PROPN
a'nandamu'rti	a'nandamu'rti	PROPN
contest	contests	NOUN
78712-1179	78712-1179	NUM
tear	torn	ADJ
craving	cravings	NOUN
caracoling	caracoling	ADJ
pricewaterhousecoopers	pricewaterhousecoopers	PROPN
1200	1200	NUM
03/29/2001	03/29/2001	NUM
spitting	spitting	ADV
raincoat	raincoat	NOUN
self-governing	self-governing	ADJ
obey	obey	VERB
garner	garner	VERB
straightforward	straigthforward	ADJ
maul	mauling	VERB
about-face	about-face	NOUN
confines	confines	NOUN
diminish	diminish	VERB
cyd	cyd	PROPN
cresson	cresson	PROPN
hinge	hinges	NOUN
depict	depicted	VERB
hoodia	hoodia	NOUN
recline	reclining	VERB
unfertilized	unfertilized	ADJ
sandir	sandir	PROPN
02:29	02:29	NUM
unprocessed	unprocessed	ADJ
champion	championed	VERB
deuce	deuce	NOUN
94.40	94.40	NUM
sanjeev	sanjeev	PROPN
perfect	perfecting	VERB
bind	bind	VERB
bivariate	bivariate	ADJ
normall	normall	ADJ
surrond	surronding	VERB
mistake	mistook	VERB
nomenclature	nomenclature	NOUN
singer-songwriter	singer-songwriter	NOUN
beaky	beaky	ADJ
cross-legged	cross-legged	ADJ
bsl	bsl	SYM
92842	92842	NUM
manoeuvre	manoeuvre	NOUN
baldish	baldish	ADJ
1:1:19	1:1:19	NUM
vegetarianism	vegetarianism	PROPN
legato	legato	ADJ
buffeting	buffeting	NOUN
scandal	scandals	NOUN
disrespect	disrespect	NOUN
cintra	cintra	PROPN
encounter	encountering	VERB
disparaging	disparaging	ADJ
impolite	impolite	ADJ
english-language	english-language	NOUN
3-3264	3-3264	NUM
urchin	urchin	PROPN
gérard	gérard	PROPN
devotion	devotion	NOUN
typo	typo	NOUN
orwellian	orwellian	ADJ
pizzeria	pizzerias	NOUN
simmer	simmer	VERB
varnish	varnish	VERB
vancouver	vancouver	PROPN
hunch	hunches	VERB
kanata	kanata	PROPN
argentineans	argentineans	PROPN
352	352	NUM
pgt	pgt	NOUN
bashi	bashi	PROPN
muscovy	muscovy	PROPN
mid-february	mid-february	NOUN
italicised	italicised	ADJ
inter-communal	inter-communal	ADJ
shura	shura	NOUN
signifcant	signifcant	ADJ
pave	paved	VERB
powersports	powersports	PROPN
30,858	30,858	NUM
------------------------------	------------------------------	PUNCT
ghatkopar	ghatkopar	PROPN
hovedarter	hovedarter	X
barrage	barrage	NOUN
sanction	sanctioned	VERB
vol	vol	PROPN
voivodship	voivodship	PROPN
dillards	dillards	PROPN
perp	perp	NOUN
report.xml	_report.xml	PROPN
artery	artery	NOUN
caretaker	caretaker	NOUN
visakha	visakha	PROPN
muum	muuuuuum	INTJ
move-team@enron	move-team@enron	X
bridgeline	bridgeline	PROPN
skush@swbell.net	skush@swbell.net	X
rescind	rescind	VERB
intersect	intersects	NOUN
aprons	aprons	NOUN
carly	carly	PROPN
jens	jens	PROPN
mouthpiece	mouthpiece	NOUN
hinder	hindered	VERB
wotton	wotton	PROPN
blizzard	blizzard	PROPN
amplitude	amplitude	NOUN
invigorate	invigorate	VERB
uin	uin	NOUN
impugn	impugned	VERB
volatile	volatile	ADJ
gemology	gemology	NOUN
sway	swayed	VERB
elapse	elapsed	VERB
re-establish	re-establishes	VERB
forensic	forensic	NOUN
ballpoint	ballpoint	NOUN
grudge	grudge	NOUN
sci	sci	NOUN
sellafield	sellafield	PROPN
hindlimb	hindlimb	NOUN
right-handed	right-handed	ADV
idol	idols	NOUN
ἱερώνυμος	ἱερώνυμος	PROPN
0491	0491	NUM
crumble	crumbles	VERB
clem	clem	PROPN
esimien@nisource.com	esimien@nisource.com	X
worry	worry-free	ADJ
genova	genova	PROPN
supplementation	supplementation	NOUN
auxiliary	auxiliary	ADJ
600,000	600,000	NUM
acedraz	acedraz	X
untreated	untreated	ADJ
polite	politest	ADJ
cowritten	cowritten	VERB
fertilized	fertilized	ADJ
wolstein	wolstein	PROPN
megabazus	megabazus	PROPN
rohatgi	rohatgi	PROPN
mechanically	mechanicly	ADV
solid	solids	NOUN
husk	husk	NOUN
improper	improper	ADJ
touchstone	touchstones	NOUN
pabloruizfabo@gmail.com	pabloruizfabo@gmail.com	PROPN
shrine	shrine	NOUN
sandbank	sandbanks	NOUN
like	liking	VERB
78'	78's	NOUN
major	majors	NOUN
tattoe	tattoed	VERB
fincher	fincher	PROPN
tammi	tammi	PROPN
linux	linux	PROPN
ply	plied	VERB
abstain	abstained	VERB
delight	delights	NOUN
lust	lusted	VERB
seak	seak	ADJ
clamber	clambered	VERB
ink	inked	VERB
wta	wta	PROPN
haircut	haircuts	NOUN
neutral	neutral	ADJ
officiol	officiol	ADJ
23,000	23,000	NUM
immigrant	immigrant	NOUN
prison	prisons	NOUN
atrophy	atrophied	VERB
rampage	rampaged	VERB
trading-post	trading-post	NOUN
colton	colton	PROPN
televise	televising	VERB
gianutto	gianutto	PROPN
twiddle	twiddled	VERB
would	wud	AUX
one'	one's	NOUN
floridian	floridian	PROPN
leer	leered	VERB
ferment	fermented	VERB
dilapidation	dilapidation	NOUN
prepare	prepares	VERB
08:02	08:02	NUM
echoism	echoisms	NOUN
water-gourd	water-gourd	NOUN
reymont	reymont	PROPN
legislator	legislators	NOUN
throe	throes	NOUN
cavaliers	cavaliers	PROPN
paedophilia	paedophilia	NOUN
flat-rate	flat-rate	NOUN
tighter	tighter	ADJ
http://www-formal.stanford.edu/jmc/progress/chernobyl.html	http://www-formal.stanford.edu/jmc/progress/chernobyl.html	X
ultra	ultra	X
advise	advising	VERB
891-5042	891-5042	NUM
factotum	factotums	NOUN
medic	medics	NOUN
kristiansand	kristiansand	PROPN
gagarin	gagarin	PROPN
shucks	shucks	INTJ
datos	datos	PROPN
conjunction	conjunctions	NOUN
watch	unwatched	ADJ
01:09	01:09	NUM
mantia	mantia	PROPN
bike	bikes	NOUN
denominator	denominator	NOUN
incense	incensed	VERB
slack	slacked	VERB
jutland	jutland	PROPN
helping	helpings	NOUN
desparate	desparate	ADJ
3/03	3/03	NUM
water-pixie	water-pixie	NOUN
indies	indies	PROPN
260	260	NUM
keeper	keepers	NOUN
steadman	steadman	PROPN
canadian	canadians	PROPN
mandal	mandal	PROPN
small-scale	small-scale	ADJ
dilution	dilution	NOUN
reservoir	reservoir	NOUN
cauliflower	cauliflower	NOUN
60760	60,760	NUM
394	394	NUM
seam	seam	NOUN
cottage	cottages	NOUN
avalanche	avalanche	NOUN
seem	seeming	VERB
blaine@enron_development	blaine@enron_development	X
chimichanga	chimichangas	NOUN
unwise	unwise	ADJ
positive	postive	ADJ
cobbled	cobbled	ADJ
anti-india	anti-india	ADJ
christen	christened	VERB
propensity	propensity	NOUN
wildland	wildland	NOUN
shitty	shitty	ADJ
oversleep	overslept	VERB
outrage	outrages	NOUN
slam	slam	NOUN
eggplant	eggplant	NOUN
bendings	bendings	NOUN
volley	volley	NOUN
swear	swear	VERB
worshiper	worshiper	NOUN
s.a.	s.a.	PROPN
admin	admins	NOUN
1s9	1s9	NOUN
simpering	simpering	ADJ
earnest	earnest	NOUN
succesfull	succesfull	ADJ
rasp	rasp	NOUN
xray	xray	NOUN
beating	beatings	NOUN
bien	bien	PROPN
symphony	symphonies	NOUN
misty	misty	ADJ
sullivan@enron	sullivan@enron	X
computational	computational	ADJ
intellect	intellect	NOUN
mistrust	mistrust	NOUN
national-level	national-level	NOUN
rainfall	rainfall	NOUN
989	989	NUM
fossil	fossil	NOUN
intra-day	intra-day	ADJ
dujail	dujail	PROPN
leap	leaps	VERB
malapropism	malapropisms	NOUN
spaniel	spaniel	NOUN
squad	squad	NOUN
stellar	stellar	ADJ
leonia	leonia	PROPN
periodically	periodically	ADV
re-schedule	re-schedule	VERB
asshole	asshole	NOUN
inflame	inflame	VERB
ramshackle	ramshackle	ADJ
balzacs	balzacs	PROPN
basso	basso	NOUN
x54667	x54667	NOUN
superstore	superstores	NOUN
re-eat	re-eat	VERB
1846	1846	NUM
lymphoma	lymphoma	NOUN
77030-2707	77030-2707	NUM
o'toole	o'toole	PROPN
athína	athína	X
charge	charger	VERB
duc	duc	NOUN
filmmaker	filmmaker	NOUN
hasten	hastened	VERB
khitans	khitans	PROPN
placebo	placebo	NOUN
inject	injected	VERB
handwriting	handwriting	NOUN
6.3	6.3	NUM
twitchy	twitchy	ADJ
renton	renton	PROPN
fancy	fancied	VERB
dupe	duped	VERB
raspail	raspail	PROPN
mid-1962	mid-1962	NOUN
whip	whips	VERB
grad	grad	NOUN
acquittal	acquittal	NOUN
dependence	dependence	NOUN
http://www.natureandtech.com/?page_id=2200	http://www.natureandtech.com/?page_id=2200	X
incipient	incipient	ADJ
retake	retook	VERB
kosovo	kosovo	PROPN
centrally	centrally	ADV
gather	gathers	VERB
101-200	101-200	NUM
fume	fuming	VERB
bourofaye	bourofaye	PROPN
rouse	roused	VERB
sukhothai	sukhothai	PROPN
gspa	gspa	PROPN
wizardry	wizardry	NOUN
fifteenth	fifteenth	NOUN
dependable	dependable	ADJ
theft	thefts	NOUN
catastrophically	catastrophically	ADV
parenthetically	parenthetically	ADV
half-sister	half-sister	NOUN
unmanned	unmanned	ADJ
illustrious	illustrious	ADJ
cromwell	cromwell	PROPN
rachida	rachida	PROPN
haley	haley	PROPN
piccadilla	piccadilla	PROPN
6.8	6.8	NUM
rond	rond	PROPN
mt	mt	PROPN
seventeen-year-old	seventeen-year-olds	NOUN
modesty	modesty	NOUN
semi-sketchiness	semi-sketchiness	NOUN
noticeably	noticeably	ADV
tout	touted	VERB
advancement	advancements	NOUN
upper-class	upper-class	ADJ
resistant	resistant	ADJ
citygate	citygate	PROPN
hernando	hernando	PROPN
jean-louis	jean-louis	PROPN
imagine	imagining	VERB
wajda	wajda	PROPN
northfield	northfield	PROPN
mateo	mateo	PROPN
correspondances	correspondances	NOUN
drivel	drivel	NOUN
violate	violate	VERB
harshest	harshest	ADJ
brute	brute	ADJ
rosemary	rosemary	PROPN
typo	typos	NOUN
acoustically	acoustically	ADV
7.0	7.0	NUM
...........	...........	PUNCT
unceasing	unceasing	ADJ
7034	7034	NUM
depopulate	depopulated	VERB
bitterness	bitterness	NOUN
mcminnville	mcminnville	PROPN
polygon	polygons	NOUN
visualize	visualizing	VERB
hesitant	hesitantly	ADV
1782	1782	NUM
production	productions	NOUN
exxon	exxon	PROPN
ply	ply	VERB
http://haas.berkeley.edu/~borenste	http://haas.berkeley.edu/~borenste	X
bredder	bredders	NOUN
lacerate	lacerating	ADJ
plane	planing	VERB
interruption	interruption	NOUN
passerby	passerby	NOUN
sheet	sheeting	VERB
creel	creel	PROPN
pill	pill	PROPN
cardiac	cardiac	ADJ
disturb	disturbed	ADJ
optinal	optinal	ADJ
valdes	valdes	PROPN
depart	departed	VERB
12-20-00.doc	12-20-00.doc	NOUN
comer	comers	NOUN
correspondent	correspondents	NOUN
brook	brook	PROPN
80s	80s	NOUN
flip	flips	NOUN
germanic	germanic	ADJ
third-country	third-country	NOUN
bɛʁˈnʊli	bɛʁˈnʊli	PROPN
ban	banning	VERB
psychologist	psychologists	NOUN
pound	60-lb.	NOUN
cashew	cashews	NOUN
arabist	arabists	NOUN
duchatelet	duchatelet	PROPN
grisbi	grisbi	PROPN
kenneally	kenneally	PROPN
http://www.laweekly.com/general/features/satan-loves-you/13454/	http://www.laweekly.com/general/features/satan-loves-you/13454/	X
????	????	PUNCT
twine	twines	NOUN
1789	1789	NUM
glisten	glisten	VERB
backbite	backbiting	VERB
underdog	underdog	NOUN
night-monkey	night-monkey	NOUN
recherche	recherche	NOUN
carryover	carryover	NOUN
unpack	unpack	ADJ
penetrate	penetrates	VERB
flanders	flanders	PROPN
brilliance	brilliance	NOUN
penchant	penchant	NOUN
bdr	bdr	NOUN
chinese	chineze	ADJ
lank	lank	ADJ
lever	lever	NOUN
oliveira	oliveira	PROPN
wag	wagged	VERB
marr	marr	PROPN
borenstein	borenstein	PROPN
snort	snort	NOUN
merkel	merkel	PROPN
energy	energies	PROPN
apprenticeship	apprenticeship	NOUN
ya'll	ya'll	PRON
lindqvist	lindqvist	PROPN
spanking	spanking	ADV
pláka	pláka	PROPN
nate	nate	PROPN
luncheon	luncheons	NOUN
crescent	crescent	PROPN
9/26/2005	9/26/2005	NUM
nerf	nerf	NOUN
solis	solis	PROPN
cinematic	cinematic	PROPN
acphillips	acphillips	PROPN
miracle	miracles	NOUN
pjɛʁ	pjɛʁ	PROPN
miteless	miteless	ADJ
drawing-room	drawing-room	NOUN
gtc'	gtc's	NOUN
longitudinally	longitudinally	ADV
elaborate	elaborated	VERB
kohoutek	kohoutek	PROPN
rage	raged	VERB
peony	peony	NOUN
exasperation	exasperation	NOUN
bahai	bahai	PROPN
aisle	aisle	NOUN
ferte	ferte	PROPN
needle	eneedle	NOUN
puce	puce	ADJ
scottsdale	scottsdale	PROPN
firework	fireworks	NOUN
paw	pawing	VERB
pollute	pollutes	VERB
hospitalize	hospitalized	VERB
prego	prego	PROPN
coloring	coloring	NOUN
non-violence	non-violence	NOUN
glase	glase	PROPN
pcs	pcs	PROPN
finesse	finesse	VERB
rhodesian	rhodesians	NOUN
m&m	m&m	PROPN
jadaan	jadaan	PROPN
highrise	highrise	ADJ
mu	mu	PROPN
sam	sams	PROPN
riddle	riddle	NOUN
5107	5107	NUM
1,335	1,335	NUM
4783	4783	NUM
caloy	caloy	PROPN
owen	owen	PROPN
dude	dudes	NOUN
sinica	sinica	PROPN
sw	sw	PROPN
firstborn	firstborn	ADJ
anthem	anthem	NOUN
generalize	generalize	VERB
improv	improv	NOUN
polution	polution	NOUN
1679	1679	NUM
after-noons	after-noons	NOUN
spear	spear	NOUN
underutilized	underutilized	VERB
godiva	godiva	PROPN
contralto	contralto	NOUN
crochet	crocheting	VERB
prieta	prieta	PROPN
col.	col.	PROPN
thicket	thickets	NOUN
textbook	textbooks	NOUN
munafò	munafò	PROPN
non-prototypical	non-prototypical	ADJ
subdued	subdued	ADJ
khitan	khitan	PROPN
cftc	cftc	PROPN
drs.	drs.	PROPN
shard	shard	NOUN
exhaust	exhausting	VERB
sea-reach	sea-reach	NOUN
calamity	calamity	NOUN
mcconnell@ect	mcconnell@ect	X
calibrate	calibrated	ADJ
plaudit	plaudits	NOUN
slaughter	slaughter	VERB
loch	loch	PROPN
chrysler	chrysler	PROPN
blink	blink	VERB
hostly	hostly	ADJ
be	se	AUX
expeditionary	expeditionary	PROPN
between	b/t	ADP
braden	braden	PROPN
great	grrrrrrrreeeaaat	ADJ
swamp	swamped	VERB
coupon	coupon	NOUN
outlaw	outlaw	VERB
takeover	takeover	NOUN
formula	formulas	NOUN
mousey	mousey	ADJ
atleast	atleast	ADV
70000	70,000	NUM
publish	publishes	VERB
monte	monte	PROPN
bud	buds	NOUN
http://www.speedtest.net/result/1155244347.png	http://www.speedtest.net/result/1155244347.png	X
jeez	jeez	INTJ
effectually	effectually	ADV
kc	kc	PROPN
navigator	navigator	PROPN
porsche	porsche	PROPN
mapplethorpe	mapplethorpe	PROPN
retro	retro	ADJ
affixing	affixing	NOUN
pd	pd	PROPN
divine	divined	VERB
2.3	2.3	NUM
legend	legends	NOUN
solace	solace	NOUN
minuscule	minuscule	ADJ
overlap	overlap	NOUN
bac	bac	NOUN
govind	govind	PROPN
35620	35620	NUM
lotus-flower	lotus-flower	NOUN
bremen	bremen	PROPN
recuperation	recuperation	PROPN
grab	grabs	VERB
webcomic	webcomic	NOUN
erythema	erythema	NOUN
unweaponized	unweaponized	ADJ
http://www.mikegigi.com/castgobl.htm#lggobproj	http://www.mikegigi.com/castgobl.htm#lggobproj	X
bedřich	bedřich	PROPN
spying	spying	NOUN
moses	moses	PROPN
trier	trier	PROPN
prefer	preferring	VERB
notoriously	notoriously	ADV
gift	gifted	VERB
skull	skulls	NOUN
defer	deferred	VERB
cohn	cohn	PROPN
exert	exert	VERB
apulia	apulia	PROPN
bruce-briggs	bruce-briggs	PROPN
draw	draws	NOUN
gotschal	gotschal	PROPN
jay	jay	PROPN
playhouse	playhouses	NOUN
eduard	eduard	PROPN
http://lingerie.selectedsex.com	http://lingerie.selectedsex.com	X
mmmm	mmmm	INTJ
nrc	nrc	PROPN
horny	horny	ADJ
920	920	NUM
outing	outing	NOUN
senabre	senabre	PROPN
eatin	eatin	VERB
rainproof	rainproof	ADJ
marymegan	marymegan	PROPN
gunther	gunther	PROPN
夏子	夏子	X
iambic	iambic	ADJ
vu	vu	X
untrustworthy	untrustworthy	ADJ
1,165	1,165	NUM
lau	lau	PROPN
kunst	kunst	PROPN
filipino	filipino	ADJ
scavenge	scavenging	ADJ
abuse	abusing	VERB
massage	massages	NOUN
methodical	methodically	ADV
713/871-5119	713/871-5119	NUM
oswald	oswald	PROPN
amorphous	amorphous	ADJ
peopel	peopel	NOUN
inherit	inherits	VERB
mace	mace	PROPN
meander	meander	VERB
straggling	straggling	ADJ
joe_lardy@cargill.com	joe_lardy@cargill.com	X
http://www.reuters.co.uk/newspackagearticle.jhtml?type=worldnews&storyid=624569&section=news	http://www.reuters.co.uk/newspackagearticle.jhtml?type=worldnews&storyid=624569&section=news	X
wile	wile	NOUN
chopstick	chopstick	NOUN
resumption	resumption	NOUN
commitee	commitee	NOUN
bing	bing	PROPN
http://www.tecsoc.org/pubs/history/2002/apr26.htm	http://www.tecsoc.org/pubs/history/2002/apr26.htm	X
definitely	deffly	ADV
fanatical	fanatical	ADJ
inferior	inferiors	NOUN
http://www.physics.isu.edu/radinf/chern.htm	http://www.physics.isu.edu/radinf/chern.htm	X
standby	standby	ADJ
unsweetened	unsweetened	VERB
overflow	overflowing	VERB
nicole	nicole	PROPN
robot	robot	NOUN
archival	archival	ADJ
zombie-like	zombie-like	ADJ
lower	lowers	VERB
cis	cis	PROPN
manifestation	manifestations	NOUN
04/25/01	04/25/01	NUM
sculpting	sculpting	NOUN
protection	protections	NOUN
nevis	nevis	PROPN
byzantian	byzantian	ADJ
e5	e5	PROPN
pale	pales	VERB
lo9nger	lo9nger	ADV
bind	binding	VERB
llo	llo	X
lament	lamented	VERB
1903	1903	NUM
inexperience	inexperience	NOUN
long	longed	VERB
advantaged	advantaged	ADJ
lagoon	lagoons	NOUN
step-by-step	step-by-step	ADJ
probing	probing	ADJ
ángel	ángel	PROPN
middlebrooks	middlebrooks	PROPN
repition	repition	NOUN
bodice	bodice	NOUN
ichor	ichor	NOUN
teacup	teacup	NOUN
woodward	woodward	PROPN
airlift	airlifted	VERB
hypothesize	hypothesized	VERB
biscuit	biscuits	NOUN
stephen.dyer@bakerbotts.com	stephen.dyer@bakerbotts.com	X
1,100	1,100	NUM
3801a	3801a	NOUN
quaid	quaid	PROPN
repository	repository	NOUN
212-848-8400	212-848-8400	NUM
aesthetics	aesthetics	PROPN
mixed-race	mixed-race	ADJ
mobile	mobiles	NOUN
overhead	overhead	NOUN
evangelical	evangelical	PROPN
intervene	intervening	VERB
sniff	sniffing	VERB
dupe	dupes	NOUN
all-night	all-night	ADV
and/or	and/or	CCONJ
muqrin	muqrin	PROPN
!!!!!!!!!!!!!!!!!!!!!	!!!!!!!!!!!!!!!!!!!!!	PUNCT
disruption	disruptions	NOUN
scrupulously	scrupulously	ADV
stimulant	stimulant	NOUN
uranium	uranium	NOUN
gabriel	gabriel	PROPN
cocaine	cocaine	PROPN
http://lllreptile.com/store/catalog/reptile-supplies/uvb-fluorescent-lights-mercury-vapor-bulbs/-/zoo-med-24-repti-sun-100-fluorescent-bulb/	http://lllreptile.com/store/catalog/reptile-supplies/uvb-fluorescent-lights-mercury-vapor-bulbs/-/zoo-med-24-repti-sun-100-fluorescent-bulb/	X
jessica	jessica	PROPN
12:24	12:24	NUM
ordain	ordained	VERB
suit	suits	VERB
sweatshirt	sweatshirt	NOUN
http://www.equinecaninefeline.com/catalog/savic-freddy-cage-free-delivery-p-6750.html	http://www.equinecaninefeline.com/catalog/savic-freddy-cage-free-delivery-p-6750.html	X
barrosos	barrosos	PROPN
logik	logik	X
jūsan'ya	jūsan'ya	PROPN
molten	molten	ADJ
polyglot	polyglot	NOUN
assan	assan	PROPN
veryyyy	veryyyy	ADV
puc	puc	NOUN
ba.consumers	ba.consumers	NOUN
democratically	democratically	ADV
colloquially	colloquially	ADV
mid-thirties	mid-thirties	NOUN
cfoforum.ppt	cfoforum.ppt	NOUN
temperament	temperment	NOUN
expostulation	expostulation	NOUN
m5j	m5j	NOUN
ian.gilb...@btinternet.com	ian.gilb...@btinternet.com	X
dieter	dieters	NOUN
michaelmas	michaelmas	PROPN
